date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,mobile SRBM system,greatest losses direction,vehicles and fuel tanks,cruise missiles,submarines,personnel
2023-01-28,339,293,284,3189,6344,2188,453,0,0,1947,18,221,199,0,0,5027,796,0,125510
2023-01-27,338,292,283,3182,6340,2180,452,0,0,1941,18,221,199,0,0,5001,796,0,124710
2023-01-26,337,292,282,3175,6334,2169,452,0,0,1908,18,220,195,0,0,4986,749,0,123860
2023-01-25,336,290,281,3161,6307,2154,450,0,0,1902,18,220,194,0,0,4967,749,0,123080
2023-01-24,335,289,281,3152,6284,2148,448,0,0,1897,18,220,194,0,0,4944,749,0,122170
2023-01-23,334,287,277,3150,6276,2146,447,0,0,1894,18,220,193,0,0,4936,749,0,121480
2023-01-22,333,287,277,3145,6268,2144,445,0,0,1892,17,220,193,0,0,4932,749,0,120760
2023-01-21,332,287,277,3140,6256,2135,443,0,0,1891,17,220,193,0,0,4918,749,0,120160
2023-01-20,331,287,277,3139,6241,2129,442,0,0,1886,17,220,190,0,0,4903,749,0,119300
2023-01-19,330,287,277,3136,6235,2122,442,0,0,1882,17,220,190,0,0,4896,749,0,118530
2023-01-18,329,287,276,3130,6215,2108,442,0,0,1876,17,220,190,0,0,4889,749,0,117770
2023-01-17,328,286,276,3121,6215,2104,441,0,0,1872,17,220,190,0,0,4877,749,0,116950
2023-01-16,327,286,276,3118,6204,2099,438,0,0,1872,17,220,190,0,0,4870,749,0,116080
2023-01-15,326,286,276,3106,6183,2094,437,0,0,1872,17,219,187,0,0,4846,749,0,115290
2023-01-14,325,286,276,3104,6173,2090,437,0,0,1867,17,219,186,0,0,4846,723,0,114660
2023-01-13,324,286,276,3098,6167,2086,437,0,0,1865,17,218,184,0,0,4833,723,0,114130
2023-01-12,323,285,276,3094,6159,2082,437,0,0,1865,17,218,184,0,0,4826,723,0,113390
2023-01-11,322,285,275,3094,6159,2078,437,0,0,1862,17,217,184,0,0,4826,723,0,112960
2023-01-10,321,285,275,3084,6154,2073,434,0,0,1860,17,217,183,0,0,4817,723,0,112470
2023-01-09,320,285,275,3080,6147,2069,434,0,0,1856,16,217,183,0,0,4809,723,0,111760
2023-01-08,319,285,272,3069,6130,2065,431,0,0,1849,16,217,183,0,0,4801,723,0,111170
2023-01-07,318,285,272,3066,6125,2062,431,0,0,1844,16,217,182,0,0,4798,723,0,110740
2023-01-06,317,285,272,3064,6124,2059,431,0,0,1844,16,215,182,0,0,4797,723,0,110250
2023-01-05,316,284,271,3041,6108,2051,426,0,0,1844,16,215,182,0,0,4759,723,0,109720
2023-01-04,315,283,270,3038,6106,2039,424,0,0,1842,16,215,181,0,0,4745,723,0,108910
2023-01-03,314,283,270,3036,6100,2033,424,0,0,1839,16,214,181,0,0,4735,723,0,108190
2023-01-02,313,283,269,3031,6093,2027,423,0,0,1836,16,213,181,0,"Lyman, Bakhmut and Avdiivka",4725,723,0,107440
2023-01-01,312,283,269,3031,6084,2021,423,0,0,1792,16,213,181,0,Lyman and Bakhmut,4720,723,0,106720
2022-12-31,311,283,269,3029,6075,2016,423,0,0,1746,16,213,180,0,0,4707,711,0,105960
2022-12-30,310,283,268,3026,6059,2010,423,0,0,1740,16,212,180,0,Lyman and Bakhmut,4683,711,0,105250
2022-12-29,309,283,268,3018,6047,2004,423,0,0,1717,16,212,179,0,Lyman and Bakhmut,4675,653,0,104560
2022-12-28,308,283,267,3017,6037,1999,418,0,0,1707,16,212,179,0,0,4660,653,0,103770
2022-12-27,307,283,267,3016,6024,1998,418,0,0,1707,16,212,179,0,Bakhmut and Lyman,4652,653,0,103220
2022-12-26,306,283,267,3016,6017,1996,418,0,0,1707,16,212,178,0,"Kupiansk, Avdiivka and Bakhmut",4647,653,0,102600
2022-12-25,305,283,267,3011,6010,1991,418,0,0,1706,16,212,178,0,0,4635,653,0,102050
2022-12-24,304,283,267,3006,5994,1988,418,0,0,1706,16,212,178,0,"Kupiansk, Avdiivka and Bakhmut",4627,653,0,101430
2022-12-23,303,283,267,3005,5986,1984,414,0,0,1698,16,212,178,0,0,4622,653,0,100950
2022-12-22,302,283,267,3002,5981,1978,413,0,0,1693,16,212,178,0,0,4615,653,0,100400
2022-12-21,301,282,267,3002,5979,1972,412,0,0,1688,16,212,178,0,0,4608,653,0,99740
2022-12-20,300,281,266,2995,5974,1960,410,0,0,1680,16,212,177,0,0,4599,653,0,99230
2022-12-19,299,281,264,2988,5969,1953,410,0,0,1657,16,212,175,0,0,4592,653,0,98800
2022-12-18,298,281,264,2987,5963,1948,410,0,0,1649,16,211,174,0,Lyman and Bakhmut,4579,653,0,98280
2022-12-17,297,281,264,2985,5958,1947,410,0,0,1648,16,211,174,0,0,4577,653,0,97690
2022-12-16,296,281,264,2980,5952,1946,410,0,0,1648,16,211,172,0,0,4563,592,0,97270
2022-12-15,295,281,264,2975,5946,1943,406,0,0,1644,16,211,172,0,0,4563,592,0,96590
2022-12-14,294,281,264,2970,5937,1931,404,0,0,1617,16,211,171,0,0,4562,592,0,96000
2022-12-13,293,281,264,2966,5930,1931,404,0,0,1617,16,211,170,0,0,4549,592,0,95260
2022-12-12,292,281,264,2966,5928,1929,397,0,0,1617,16,211,169,0,0,4544,592,0,94760
2022-12-11,291,281,264,2942,5920,1928,397,0,0,1613,16,211,167,0,0,4540,592,0,94140
2022-12-10,290,281,264,2940,5917,1927,397,0,0,1603,16,211,167,0,Bakhmut and Lyman,4535,592,0,93760
2022-12-09,289,281,264,2937,5912,1926,395,0,0,1603,16,211,164,0,0,4531,592,0,93390
2022-12-08,288,281,264,2937,5911,1925,395,0,0,1603,16,211,164,0,0,4528,592,0,93080
2022-12-07,287,281,264,2935,5909,1923,395,0,0,1601,16,211,163,0,0,4526,592,0,92740
2022-12-06,286,281,264,2929,5905,1915,395,0,0,1587,16,211,163,0,0,4505,592,0,92200
2022-12-05,285,281,264,2924,5900,1914,395,0,0,1582,16,211,163,0,Bakhmut and Lyman,4497,531,0,91690
2022-12-04,284,281,263,2922,5892,1908,395,0,0,1573,16,210,163,0,Bakhmut and Lyman,4479,531,0,91150
2022-12-03,283,280,263,2917,5886,1906,395,0,0,1572,16,210,163,0,0,4472,531,0,90600
2022-12-02,282,280,262,2916,5883,1905,395,0,0,1564,16,210,163,0,Bakhmut and Avdiivka,4464,531,0,90090
2022-12-01,281,280,261,2915,5877,1904,395,0,0,1562,16,210,163,0,0,4441,531,0,89440
2022-11-30,280,280,261,2914,5872,1902,395,0,0,1562,16,210,163,0,0,4429,531,0,88880
2022-11-29,279,280,261,2911,5866,1901,395,0,0,1555,16,209,163,0,0,4423,531,0,88380
2022-11-28,278,278,261,2908,5861,1899,395,0,0,1555,16,209,163,0,0,4416,531,0,87900
2022-11-27,277,278,261,2905,5856,1897,395,0,0,1555,16,209,163,0,"Bakhmut, Lyman and Avdiivka",4412,531,0,87310
2022-11-26,276,278,261,2901,5848,1896,395,0,0,1554,16,209,163,0,0,4406,531,0,86710
2022-11-25,275,278,261,2899,5844,1895,395,0,0,1553,16,209,163,0,Bakhmut and Lyman,4404,531,0,86150
2022-11-24,274,278,261,2898,5837,1889,395,0,0,1547,16,209,161,0,"Avdiivka, Bakhmut and Lyman",4400,531,0,85720
2022-11-23,273,278,261,2897,5832,1887,395,0,0,1537,16,209,161,0,"Avdiivka, Bakhmut and Lyman",4396,480,0,85410
2022-11-22,272,278,261,2895,5827,1882,395,0,0,1537,16,209,161,0,Bakhmut and Lyman,4393,480,0,85000
2022-11-21,271,278,261,2892,5822,1870,393,0,0,1537,16,209,161,0,0,4378,480,0,84600
2022-11-20,270,278,261,2886,5817,1868,393,0,0,1537,16,209,161,0,0,4371,480,0,84210
2022-11-19,269,278,261,2885,5815,1867,393,0,0,1536,16,209,161,0,0,4368,480,0,83880
2022-11-18,268,278,261,2879,5808,1865,393,0,0,1536,16,209,161,0,Lyman and Avdiivka,4366,480,0,83460
2022-11-17,267,278,261,2878,5804,1860,393,0,0,1531,16,209,160,0,0,4362,474,0,83110
2022-11-16,266,278,261,2871,5797,1860,393,0,0,1525,16,209,160,0,"Lyman, Avdiivka and Bakhmut",4360,474,0,82710
2022-11-15,265,278,261,2861,5773,1850,393,0,0,1511,16,208,160,0,0,4351,399,0,82080
2022-11-14,264,278,261,2848,5748,1839,393,0,0,1509,16,206,160,0,0,4316,399,0,81370
2022-11-13,263,278,261,2840,5742,1837,393,0,0,1507,16,206,160,0,0,4295,399,0,80860
2022-11-12,262,278,261,2838,5730,1829,393,0,0,1506,16,205,160,0,0,4279,399,0,80210
2022-11-11,261,278,261,2814,5696,1817,393,0,0,1505,16,205,159,0,Bakhmut,4259,399,0,79400
2022-11-10,260,278,260,2804,5682,1805,393,0,0,1499,16,205,159,0,Lyman and Avdiivka,4242,399,0,78690
2022-11-09,259,278,260,2801,5666,1802,393,0,0,1483,16,205,159,0,Bakhmut and Avdiivka,4227,399,0,77950
2022-11-08,258,278,260,2786,5654,1791,391,0,0,1476,16,203,159,0,Bakhmut and Avdiivka,4216,399,0,77170
2022-11-07,257,277,260,2771,5630,1782,391,0,0,1472,16,202,157,0,"Lyman, Bakhmut and Avdiivka",4199,399,0,76460
2022-11-06,256,277,260,2765,5611,1781,391,0,0,1465,16,202,155,0,Lyman and Avdiivka,4191,399,0,75930
2022-11-05,255,277,260,2758,5601,1776,391,0,0,1462,16,202,155,0,Lyman and Avdiivka,4184,399,0,75440
2022-11-04,254,277,258,2750,5580,1772,391,0,0,1450,16,201,155,0,Lyman and Avdiivka,4174,397,0,74840
2022-11-03,253,277,258,2734,5552,1755,390,0,0,1442,16,198,155,0,0,4162,397,0,74000
2022-11-02,252,277,258,2714,5525,1733,387,0,0,1438,16,198,154,0,Avdiivka and Lyman,4153,397,0,73270
2022-11-01,251,276,257,2698,5501,1730,383,0,0,1415,16,197,154,0,Avdiivka and Bakhmut,4143,397,0,72470
2022-10-31,250,275,253,2686,5485,1728,383,0,0,1413,16,197,154,0,Avdiivka and Lyman,4128,352,0,71820
2022-10-30,249,274,252,2672,5453,1724,383,0,0,1412,16,197,154,0,Donetsk and Lyman,4120,352,0,71200
2022-10-29,248,273,252,2659,5401,1708,380,0,0,1406,16,195,152,0,0,4107,351,0,70250
2022-10-28,247,272,251,2640,5378,1698,379,0,0,1401,16,192,151,0,0,4088,351,0,69700
2022-10-27,246,271,249,2631,5364,1690,379,0,0,1398,16,192,150,0,0,4078,351,0,69220
2022-10-26,245,271,248,2628,5351,1686,379,0,0,1379,16,192,149,0,0,4076,350,0,68900
2022-10-25,244,271,248,2611,5321,1674,377,0,0,1372,16,190,149,0,0,4054,350,0,68420
2022-10-24,243,270,245,2590,5295,1673,375,0,0,1370,16,189,149,0,0,4044,350,0,67940
2022-10-23,242,270,245,2584,5284,1667,374,0,0,1361,16,189,148,0,0,4039,350,0,67470
2022-10-22,241,270,243,2579,5266,1653,373,0,0,1341,16,189,148,0,0,4021,329,0,67070
2022-10-21,240,269,243,2573,5258,1648,372,0,0,1325,16,189,147,0,0,4006,329,0,66750
2022-10-20,239,269,243,2567,5255,1646,372,0,0,1311,16,189,147,0,0,4005,329,0,66650
2022-10-19,238,269,242,2554,5235,1637,372,0,0,1286,16,189,146,0,Bakhmut and Kramatorsk,3999,323,0,66280
2022-10-18,237,268,242,2548,5219,1622,372,0,0,1276,16,188,144,0,0,3985,318,0,65850
2022-10-17,236,268,242,2537,5205,1599,366,0,0,1241,16,187,144,0,Bakhmut and Avdiivka,3969,316,0,65320
2022-10-16,235,268,242,2529,5193,1589,365,0,0,1224,16,186,143,0,Kryvyi Rih and Bakhmut,3959,316,0,65000
2022-10-15,234,268,242,2524,5179,1582,365,0,0,1210,16,186,142,0,0,3951,316,0,64700
2022-10-14,233,268,240,2521,5172,1566,362,0,0,1199,16,186,142,0,Kramatorsk and Bakhmut,3944,316,0,64300
2022-10-13,232,268,240,2511,5167,1556,357,0,0,1182,16,183,140,0,Kramatorsk and Kryvyi Rih,3935,316,0,63800
2022-10-12,231,268,235,2505,5181,1507,355,0,0,1129,15,182,136,0,Bakhmut and Avdiivka,3927,315,0,63380
2022-10-11,230,268,235,2504,5162,1496,353,0,0,1114,15,181,136,0,"Bakhmut, Avdiivka and Kramatorsk",3916,295,0,63110
2022-10-10,229,267,235,2495,5149,1486,353,0,0,1097,15,181,136,0,Kryvyi Rih and Kramatorsk,3908,249,0,62870
2022-10-09,228,266,235,2486,5133,1477,348,0,0,1086,15,180,136,0,0,3890,247,0,62500
2022-10-08,227,266,234,2472,5111,1459,345,0,0,1079,15,180,136,0,"Donetsk, Bakhmut and Kramatorsk",3875,246,0,62060
2022-10-07,226,266,233,2466,5093,1455,344,0,0,1067,15,177,135,0,Kramatorsk and Kryvyi Rih,3862,246,0,61680
2022-10-06,225,266,232,2449,5064,1424,344,0,0,1047,15,177,134,0,"Kramatorsk, Avdiivka and Kryvyi Rih",3854,246,0,61330
2022-10-05,224,266,232,2435,5038,1414,341,0,0,1032,15,177,132,0,Kramatorsk and Kryvyi Rih,3841,246,0,61000
2022-10-04,223,266,228,2424,5018,1407,340,0,0,1028,15,177,131,0,Kramatorsk and Kryvyi Rih,3823,246,0,60800
2022-10-03,222,265,228,2380,4991,1405,338,0,0,1026,15,176,131,0,Kramatorsk and Bakhmut,3811,246,0,60430
2022-10-02,221,264,227,2377,4975,1405,337,0,0,1015,15,176,131,0,Kramatorsk and Bakhmut,3796,246,0,60110
2022-10-01,220,264,226,2354,4949,1397,336,0,0,1009,15,176,131,0,Kramatorsk and Bakhmut,3786,246,0,59610
2022-09-30,219,264,225,2338,4932,1391,333,0,0,1003,15,176,131,0,Kramatorsk and Donetsk,3768,246,0,59080
2022-09-29,218,262,224,2325,4909,1385,331,0,0,995,15,175,131,0,Kramatorsk and Donetsk,3751,246,0,58580
2022-09-28,217,262,224,2312,4889,1381,331,0,0,989,15,175,131,0,Kramatorsk and Donetsk,3742,242,0,58150
2022-09-27,216,261,224,2306,4881,1378,331,0,0,977,15,175,131,0,Kramatorsk and Donetsk,3730,241,0,57750
2022-09-26,215,260,224,2290,4857,1369,330,0,0,970,15,172,131,0,Kramatorsk and Donetsk,3711,241,0,57200
2022-09-25,214,259,220,2275,4832,1368,328,0,0,966,15,171,130,0,Kramatorsk and Donetsk,3701,241,0,56700
2022-09-24,213,255,220,2262,4807,1361,327,0,0,956,15,170,126,0,Kramatorsk and Donetsk,3681,240,0,56300
2022-09-23,212,254,219,2254,4796,1355,326,0,0,950,15,170,126,0,Kramatorsk and Donetsk,3659,240,0,56060
2022-09-22,211,253,218,2236,4776,1341,318,0,0,941,15,169,125,0,Kramatorsk and Donetsk,3630,240,0,55510
2022-09-21,210,253,217,2227,4748,1340,318,0,0,932,15,168,125,0,Donetsk,3610,239,0,55110
2022-09-20,209,252,217,2216,4724,1323,318,0,0,925,15,168,125,0,Bakhmut and Donetsk,3587,239,0,54810
2022-09-19,208,251,217,2212,4720,1313,312,0,0,920,15,168,125,0,0,3581,238,0,54650
2022-09-18,207,251,217,2210,4718,1309,312,0,0,918,15,168,122,0,0,3578,238,0,54480
2022-09-17,206,251,216,2202,4701,1306,312,0,0,911,15,168,121,0,0,3571,236,0,54250
2022-09-16,205,250,216,2199,4690,1302,312,0,0,908,15,168,121,0,Bakhmut and Donetsk,3550,233,0,54050
2022-09-15,204,250,215,2193,4682,1295,311,0,0,908,15,167,120,0,Kryvyi Rih and Mykolaiv,3522,233,0,53850
2022-09-14,203,246,215,2180,4665,1290,311,0,0,908,15,167,120,0,Kharkiv and Donetsk,3501,233,0,53650
2022-09-13,202,244,213,2175,4662,1279,311,0,0,904,15,165,117,0,Kharkiv and Donetsk,3469,233,0,53300
2022-09-12,201,243,213,2169,4640,1263,311,0,0,903,15,162,117,0,Kryvyi Rih and Donetsk,3463,216,0,52950
2022-09-11,200,242,213,2154,4617,1263,311,0,0,902,15,162,117,0,Kharkiv and Donetsk,3445,216,0,52650
2022-09-10,199,239,212,2136,4584,1259,311,0,0,898,15,162,116,0,Kharkiv and Donetsk,3426,215,0,52250
2022-09-09,198,239,211,2122,4575,1237,306,0,0,888,15,159,114,0,Kharkiv and Donetsk,3399,214,0,51900
2022-09-08,197,239,210,2112,4557,1226,305,0,0,884,15,159,110,0,Donetsk,3344,214,0,51250
2022-09-07,196,237,208,2097,4520,1194,300,0,0,880,15,156,109,0,Donetsk,3320,214,0,50610
2022-09-06,195,236,207,2077,4484,1179,296,0,0,876,15,156,109,0,Donetsk,3305,209,0,50150
2022-09-05,194,236,206,2068,4459,1157,294,0,0,867,15,156,107,0,Donetsk,3286,205,0,49800
2022-09-04,193,236,206,2049,4430,1147,294,0,0,864,15,156,106,0,Donetsk and Kryvyi Rih,3276,203,0,49500
2022-09-03,192,235,205,2034,4403,1134,293,0,0,864,15,153,105,0,Donetsk and Kryvyi Rih,3268,203,0,49050
2022-09-02,191,234,205,2009,4366,1126,289,0,0,853,15,153,105,0,Donetsk and Kurakhove,3247,198,0,48700
2022-09-01,190,234,205,1997,4345,1115,287,0,0,851,15,153,104,0,Donetsk and Kurakhove,3239,196,0,48350
2022-08-31,189,234,204,1974,4312,1091,285,0,0,849,15,152,103,0,Donetsk and Kurakhove,3236,196,0,47900
2022-08-30,188,234,204,1954,4294,1079,282,0,0,847,15,151,103,0,Donetsk and Kurakhove,3217,196,0,47550
2022-08-29,187,234,203,1947,4269,1060,279,0,0,844,15,149,101,0,Donetsk,3188,196,0,47100
2022-08-28,186,234,202,1942,4257,1050,274,0,0,838,15,148,99,0,Donetsk,3171,196,0,46750
2022-08-27,185,234,202,1939,4254,1045,274,0,0,836,15,148,99,0,Donetsk,3165,196,0,46500
2022-08-26,184,234,202,1936,4251,1040,272,0,0,834,15,148,99,0,Donetsk,3162,196,0,46250
2022-08-25,183,234,202,1929,4245,1037,272,0,0,828,15,148,99,0,Donetsk,3160,196,0,45850
2022-08-24,182,234,199,1924,4243,1036,266,0,0,819,15,147,99,0,Donetsk,3160,196,0,45700
2022-08-23,181,234,198,1921,4238,1033,266,0,0,817,15,146,99,0,Donetsk,3150,196,0,45550
2022-08-22,180,234,198,1919,4230,1032,266,0,0,815,15,145,99,0,Donetsk,3149,194,0,45400
2022-08-21,179,234,197,1912,4224,1028,266,0,0,806,15,141,99,0,Donetsk and Mykolaiv,3143,190,0,45200
2022-08-20,178,234,197,1907,4212,1018,266,0,0,803,15,141,97,0,Donetsk,3137,190,0,44900
2022-08-19,177,234,197,1899,4195,1016,266,0,0,795,15,141,94,0,Donetsk,3130,190,0,44700
2022-08-18,176,234,197,1889,4179,1010,265,0,0,793,15,136,93,0,Donetsk,3061,190,0,44300
2022-08-17,175,233,196,1886,4162,993,263,0,0,792,15,136,93,0,Kharkiv and Donetsk,3054,190,0,44100
2022-08-16,174,233,196,1880,4152,989,263,0,0,790,15,136,92,0,Donetsk,3049,190,0,43900
2022-08-15,173,233,195,1876,4141,985,261,0,0,787,15,136,92,0,Donetsk,3044,187,0,43750
2022-08-14,172,233,194,1864,4126,980,261,0,0,784,15,136,91,0,Donetsk,3039,187,0,43550
2022-08-13,171,233,193,1856,4115,978,261,0,0,779,15,136,91,0,Bakhmut and Kryvyi Rih,3036,187,0,43400
2022-08-12,170,233,193,1849,4108,975,261,0,0,778,15,136,90,0,Donetsk,3021,185,0,43200
2022-08-11,169,232,193,1846,4100,974,261,0,0,772,15,134,90,0,Donetsk,3018,185,0,43000
2022-08-10,168,232,193,1832,4086,971,261,0,0,766,15,133,89,0,Donetsk,3005,185,0,42800
2022-08-09,167,223,193,1817,4076,964,261,0,0,757,15,133,87,0,Bakhmut and Donetsk,2998,185,0,42640
2022-08-08,166,223,192,1811,4070,960,261,0,0,754,15,132,86,0,Donetsk,2993,182,0,42340
2022-08-07,165,223,191,1805,4055,958,260,0,0,750,15,132,86,0,Donetsk,2978,182,0,42200
2022-08-06,164,223,191,1802,4051,955,260,0,0,744,15,127,85,0,Donetsk,2970,182,0,41900
2022-08-05,163,223,191,1792,4032,950,260,0,0,742,15,123,83,0,Donetsk,2964,182,0,41650
2022-08-04,162,223,191,1789,4026,946,260,0,0,742,15,118,83,0,Bakhmut and Donetsk,2960,182,0,41500
2022-08-03,161,223,191,1774,4022,939,259,0,0,740,15,118,83,0,Bakhmut and Donetsk,2922,180,0,41350
2022-08-02,160,223,191,1768,4014,936,259,0,0,739,15,117,82,0,Bakhmut and Kryvyi Rih,2914,174,0,41170
2022-08-01,159,223,190,1768,4011,932,259,0,0,736,15,117,82,0,Donetsk and Kryvyi Rih,2912,174,0,41030
2022-07-31,158,223,190,1763,4004,916,259,0,0,735,15,117,80,0,Donetsk,2902,174,0,40830
2022-07-30,157,222,190,1759,3995,906,258,0,0,733,15,117,78,0,Donetsk,2889,174,0,40670
2022-07-29,156,222,190,1749,3987,900,258,0,0,731,15,117,77,0,Kryvyi Rih,2870,174,0,40500
2022-07-28,155,222,190,1742,3979,894,258,0,0,729,15,117,75,0,Kryvyi Rih,2854,174,0,40230
2022-07-27,154,222,190,1738,3971,883,258,0,0,726,15,117,75,0,Kryvyi Rih,2847,174,0,40070
2022-07-26,153,222,189,1737,3959,880,258,0,0,722,15,117,75,0,Bakhmut,2835,174,0,39870
2022-07-25,152,222,188,1730,3950,876,257,0,0,719,15,116,73,0,Kramatorsk,2832,174,0,39700
2022-07-24,151,221,188,1722,3942,869,255,0,0,714,15,113,73,0,Kramatorsk,2823,170,0,39520
2022-07-23,150,221,188,1708,3929,864,253,0,0,714,15,113,72,0,"Kramatorsk, Kryvyi Rih and Bakhmut",2820,167,0,39240
2022-07-22,149,221,188,1704,3920,863,251,0,0,713,15,113,72,0,Kryvyi Rih and Bakhmut,2803,167,0,39000
2022-07-21,148,221,188,1704,3912,859,251,0,0,710,15,113,72,0,Sloviansk,2781,167,0,38850
2022-07-20,147,221,188,1700,3905,856,250,0,0,703,15,113,70,0,Bakhmut,2775,167,0,38750
2022-07-19,146,220,188,1691,3892,851,248,0,0,693,15,113,70,0,Kramatorsk,2767,167,0,38550
2022-07-18,145,220,188,1687,3886,849,248,0,0,690,15,113,70,0,Bakhmut,2753,166,0,38450
2022-07-17,144,220,188,1684,3879,846,248,0,0,688,15,110,68,0,Bakhmut,2746,166,0,38300
2022-07-16,143,220,188,1677,3874,846,247,0,0,687,15,109,68,0,Bakhmut,2735,162,0,38140
2022-07-15,142,220,188,1672,3866,842,247,0,0,681,15,109,67,0,Kramatorsk,2731,155,0,38000
2022-07-14,141,219,188,1667,3832,840,247,0,0,681,15,109,67,0,Kramatorsk,2720,155,0,37870
2022-07-13,140,217,188,1649,3832,839,247,0,0,678,15,109,67,0,Mykolaiv,2704,155,0,37570
2022-07-12,139,217,188,1649,3829,838,247,0,0,676,15,109,66,0,Mykolaiv,2699,155,0,37470
2022-07-11,138,217,188,1645,3828,838,247,0,0,676,15,109,66,0,Avdiivka,2696,155,0,37400
2022-07-10,137,217,188,1641,3823,834,247,0,0,676,15,108,66,0,Kramatorsk,2694,155,0,37300
2022-07-09,136,217,187,1638,3815,832,247,0,0,674,15,108,66,0,Kramatorsk,2687,155,0,37200
2022-07-08,135,217,187,1637,3811,828,247,0,0,669,15,107,66,0,Kramatorsk,2685,155,0,36900
2022-07-07,134,217,187,1602,3797,815,247,0,0,667,15,107,66,0,Avdiivka and Bakhmut,2665,155,0,36650
2022-07-06,133,217,187,1600,3789,806,247,0,0,664,15,107,65,0,Sloviansk and Donetsk,2648,153,0,36500
2022-07-05,132,217,187,1594,3772,806,247,0,0,660,15,105,65,0,Sloviansk and Donetsk,2634,144,0,36350
2022-07-04,131,217,187,1589,3744,804,246,0,0,658,15,105,65,0,Sloviansk and Donetsk,2629,144,0,36200
2022-07-03,130,217,187,1584,3744,801,246,0,0,654,15,105,64,0,Kramatorsk and Bakhmut,2618,144,0,35970
2022-07-02,129,217,186,1582,3737,800,246,0,0,653,15,105,61,0,Bakhmut,2614,144,0,35870
2022-07-01,128,217,186,1577,3736,796,246,0,0,645,15,105,61,0,Bakhmut,2610,143,0,35750
2022-06-30,127,217,185,1573,3726,790,246,0,0,641,14,104,61,0,Bakhmut,2602,143,0,35600
2022-06-29,126,217,185,1572,3720,781,246,0,0,640,14,103,61,0,Bakhmut,2598,142,0,35450
2022-06-28,125,217,185,1567,3704,778,243,0,0,636,14,102,61,0,Bakhmut,2589,139,0,35250
2022-06-27,124,217,184,1552,3687,771,243,0,0,636,14,101,60,0,Bakhmut and Kurakhove,2575,139,0,35000
2022-06-26,123,217,184,1532,3659,764,243,0,0,630,14,99,60,0,Bakhmut and Kurakhove,2564,139,0,34850
2022-06-25,122,217,184,1511,3645,764,241,0,0,626,14,99,60,0,Bakhmut and Kurakhove,2560,137,0,34700
2022-06-24,121,216,183,1507,3637,759,241,0,0,622,14,99,60,0,Sloviansk and Bakhmut,2553,137,0,34530
2022-06-23,120,216,183,1504,3632,756,240,0,0,620,14,99,60,0,Bakhmut,2548,137,0,34430
2022-06-22,119,216,182,1496,3614,752,239,0,0,614,14,99,60,0,"Sloviansk, Bakhmut and Avdiivka",2543,137,0,34230
2022-06-21,118,216,181,1496,3606,752,239,0,0,611,14,98,59,0,Bakhmut and Avdiivka,2537,137,0,34100
2022-06-20,117,216,181,1477,3588,749,238,0,0,601,14,98,55,0,Bakhmut and Zaporizhzhia,2527,130,0,33800
2022-06-19,116,216,181,1468,3577,745,235,0,0,598,14,98,55,0,Bakhmut and Zaporizhzhia,2523,130,0,33600
2022-06-18,115,216,180,1465,3573,739,233,0,0,594,14,98,55,0,"Sloviansk, Bakhmut and Kryvyi Rih",2513,129,0,33350
2022-06-17,114,215,180,1456,3563,734,233,0,0,593,13,97,55,0,Bakhmut,2496,129,0,33150
2022-06-16,113,213,179,1449,3545,729,233,0,0,591,13,97,55,0,Bakhmut,2494,129,0,32950
2022-06-15,112,213,179,1440,3528,722,230,0,0,591,13,97,55,0,Bakhmut and Sievierodonetsk,2485,129,0,32750
2022-06-14,111,213,179,1434,3503,721,229,0,0,588,13,97,54,0,Bakhmut,2473,125,0,32500
2022-06-13,110,213,178,1432,3492,718,226,0,0,585,13,97,54,0,Bakhmut,2460,125,0,32300
2022-06-12,109,212,178,1430,3484,715,226,0,0,582,13,97,54,0,Sievierodonetsk and Bakhmut,2455,125,0,32150
2022-06-11,108,212,178,1419,3466,712,222,0,0,579,13,97,54,0,Sievierodonetsk and Bakhmut,2448,125,0,32050
2022-06-10,107,212,178,1409,3450,712,222,0,0,572,13,97,54,0,Kharkiv and Bakhmut,2438,125,0,31900
2022-06-09,106,212,178,1398,3438,711,213,0,0,562,13,96,53,0,Bakhmut,2421,125,0,31700
2022-06-08,105,212,178,1393,3429,703,213,0,0,559,13,96,53,0,Sloviansk,2406,125,0,31500
2022-06-07,104,212,177,1390,3416,694,207,0,0,553,13,96,53,0,Sloviansk,2405,125,0,31360
2022-06-06,103,211,176,1386,3400,690,207,0,0,551,13,96,53,0,Sloviansk,2395,125,0,31250
2022-06-05,102,210,175,1381,3392,686,207,0,0,548,13,95,53,0,Bakhmut,2360,122,0,31150
2022-06-04,101,210,175,1376,3379,680,207,0,0,540,13,95,52,0,Zaporizhzhia,2337,122,0,31050
2022-06-03,100,210,175,1367,3366,675,207,0,0,535,13,95,51,0,Bakhmut,2329,121,0,30950
2022-06-02,99,210,175,1363,3354,661,207,0,0,521,13,95,51,0,Bakhmut,2325,120,0,30850
2022-06-01,98,208,175,1361,3343,659,207,0,0,519,13,94,49,0,Kryvyi Rih and Bakhmut,2290,120,0,30700
2022-05-31,97,208,174,1358,3302,649,207,0,0,515,13,93,48,0,Kryvyi Rih and Zaporizhzhia,2275,120,0,30500
